Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Sial_aa_1 Spectral Count	Sial_aa_2 Spectral Count	Sial_aa_3 Spectral Count	rPAL_aa_1 Spectral Count	rPAL_aa_2 Spectral Count	rPAL_aa_3 Spectral Count	Sial_aa_1 Unique Spectral Count	Sial_aa_2 Unique Spectral Count	Sial_aa_3 Unique Spectral Count	rPAL_aa_1 Unique Spectral Count	rPAL_aa_2 Unique Spectral Count	rPAL_aa_3 Unique Spectral Count	Sial_aa_1 Total Spectral Count	Sial_aa_2 Total Spectral Count	Sial_aa_3 Total Spectral Count	rPAL_aa_1 Total Spectral Count	rPAL_aa_2 Total Spectral Count	rPAL_aa_3 Total Spectral Count	Sial_aa_1 Intensity	Sial_aa_2 Intensity	Sial_aa_3 Intensity	rPAL_aa_1 Intensity	rPAL_aa_2 Intensity	rPAL_aa_3 Intensity	Sial_aa_1 MaxLFQ Intensity	Sial_aa_2 MaxLFQ Intensity	Sial_aa_3 MaxLFQ Intensity	rPAL_aa_1 MaxLFQ Intensity	rPAL_aa_2 MaxLFQ Intensity	rPAL_aa_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	208	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-6A	1.0	0.999	6	8	6	26	2	0	0	2	4	0	2	0	0	1	3	0	5	2	3	5	9	2	52184.758	0.0	52671.625	92931.78	172330.03	56320.3	40977.844	0.0	37013.027	49302.29	68830.67	45727.902	
sp|P20585|MSH3_HUMAN	P20585	MSH3_HUMAN	MSH3	1137	Homo sapiens	1:Experimental evidence at protein level	DNA mismatch repair protein Msh3	1.0	0.999	11	44	44	46	10	8	7	8	6	5	10	8	7	8	6	5	10	9	7	8	7	5	306164.44	247259.64	240391.3	274771.72	213747.77	198343.92	65614.03	56948.027	58148.03	57414.523	49836.81	53203.973	
sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-1	1.0	0.999	4	10	10	10	2	1	2	0	4	1	2	1	2	0	4	1	2	1	2	0	4	1	147218.08	61445.58	104979.09	73400.24	261621.66	127204.38	52292.54	45755.74	44258.08	41913.234	80836.02	36372.562	
sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	586	Homo sapiens	1:Experimental evidence at protein level	Lamin-B1	1.0	0.999	39	257	208	257	53	44	33	40	51	36	42	34	28	33	43	28	53	44	33	40	51	36	2495545.5	2219231.0	2377451.8	2434996.8	3392615.2	1895202.5	197994.2	188437.72	220247.44	213509.4	265670.25	172400.31	
sp|P20701|ITAL_HUMAN	P20701	ITAL_HUMAN	ITGAL	1170	Homo sapiens	1:Experimental evidence at protein level	Integrin alpha-L	1.0	0.999	5	35	35	35	4	7	5	7	8	4	4	7	5	7	8	4	4	7	5	7	8	4	145334.36	195210.94	188707.53	205661.81	412087.5	173840.48	78013.22	124744.63	105383.35	107669.305	199491.89	78166.9	
sp|P20930|FILA_HUMAN	P20930	FILA_HUMAN	FLG	4061	Homo sapiens	1:Experimental evidence at protein level	Filaggrin	1.0	0.999	8	33	33	33	10	6	7	3	3	4	10	6	7	3	3	4	10	6	7	3	3	4	295641.03	202422.22	154713.06	141527.77	72588.445	179739.84	84871.84	66531.125	51646.137	52780.797	24208.527	63836.33	
sp|P21127|CD11B_HUMAN	P21127	CD11B_HUMAN	CDK11B	795	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 11B	1.0	0.999	41	328	39	328	55	47	53	51	60	62	6	6	7	7	8	5	55	47	53	51	60	62	3616085.2	4043242.2	3554470.2	4468482.0	4562435.5	4345596.5	301514.6	317547.8	307355.8	343700.78	324507.7	350211.0	
sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit B, brain isoform	1.0	0.999	3	12	6	12	2	2	1	1	5	1	0	2	0	0	4	0	2	2	1	1	5	1	68571.04	85999.41	30658.498	80783.86	135927.73	19880.686	42510.42	35381.902	30658.498	36756.78	64302.12	19880.686	
sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	2647	Homo sapiens	1:Experimental evidence at protein level	Filamin-A	1.0	0.999	92	987	972	1014	146	155	149	173	192	172	144	153	147	168	190	170	154	158	153	178	195	176	1.091138E7	1.31444E7	1.2703207E7	1.3681214E7	1.4991736E7	1.3893235E7	930106.25	963855.4	904297.56	1110316.8	1018222.8	1027038.3	
sp|P21399|ACOHC_HUMAN	P21399	ACOHC_HUMAN	ACO1	889	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic aconitate hydratase	1.0	0.999	5	5	5	5	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	5	0	22331.836	50351.23	52848.8	24944.38	249130.03	32297.68	29461.676	28041.98	29822.486	19202.334	43043.387	17578.012	
sp|P21580|TNAP3_HUMAN	P21580	TNAP3_HUMAN	TNFAIP3	790	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor alpha-induced protein 3	0.9577	0.999	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	18249.137	0.0	19885.71	19480.576	15236.513	0.0	18249.137	0.0	19885.71	19480.576	15236.513	
sp|P21675|TAF1_HUMAN	P21675	TAF1_HUMAN	TAF1	1893	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 1	1.0	0.999	33	233	125	233	32	42	44	47	35	33	13	22	27	29	17	17	32	42	44	47	35	33	1510002.6	1727070.9	1574455.5	1511580.4	1608159.5	1398431.1	149716.27	164536.47	164404.08	160843.72	144669.16	147617.97	
sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	Homo sapiens	1:Experimental evidence at protein level	Non-selective voltage-gated ion channel VDAC1	1.0	0.999	9	79	65	79	13	8	12	13	22	11	9	7	10	10	19	10	13	8	12	13	22	11	439446.97	509052.28	429180.4	553743.1	945415.6	312399.12	82027.66	94811.38	81670.15	102788.1	166091.89	58614.49	
sp|P21912|SDHB_HUMAN	P21912	SDHB_HUMAN	SDHB	280	Homo sapiens	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	0.9999	0.999	2	8	8	8	2	1	1	0	2	2	2	1	1	0	2	2	2	1	1	0	2	2	48134.67	35446.094	0.0	48729.64	66650.75	27469.338	33891.086	35446.094	0.0	34093.02	45683.156	27469.338	
sp|P21964|COMT_HUMAN	P21964	COMT_HUMAN	COMT	271	Homo sapiens	1:Experimental evidence at protein level	Catechol O-methyltransferase	0.9929	0.999	2	9	9	9	1	4	1	1	2	0	1	4	1	1	2	0	1	4	1	1	2	0	51417.07	79748.24	47688.164	54719.96	39960.043	37410.594	51417.07	70379.56	47688.164	54719.96	39960.043	37410.594	
sp|P22059|OSBP1_HUMAN	P22059	OSBP1_HUMAN	OSBP	807	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein 1	1.0	0.999	4	10	10	10	2	2	0	1	5	0	2	2	0	1	5	0	2	2	0	1	5	0	68400.74	75052.02	42303.523	47912.438	121922.61	14426.465	28543.941	31251.953	24992.951	24597.059	39730.195	16011.796	
sp|P22061|PIMT_HUMAN	P22061	PIMT_HUMAN	PCMT1	227	Homo sapiens	1:Experimental evidence at protein level	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1.0	0.999	4	33	33	33	6	5	4	5	6	7	6	5	4	5	6	7	6	5	4	5	6	7	371954.0	314675.94	363189.94	335177.3	286530.1	317115.47	98326.234	86900.96	93434.08	91239.61	96466.695	88335.35	
sp|P22083|FUT4_HUMAN	P22083	FUT4_HUMAN	FUT4	530	Homo sapiens	1:Experimental evidence at protein level	Alpha-(1,3)-fucosyltransferase 4	1.0	0.999	7	47	47	47	8	8	9	6	7	9	8	8	9	6	7	9	8	8	9	6	7	9	872892.6	749185.2	1293093.9	345407.03	450191.12	1464797.5	436881.28	370448.8	471103.25	376864.16	415544.2	455874.5	
sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	321	Homo sapiens	1:Experimental evidence at protein level	rRNA 2'-O-methyltransferase fibrillarin	1.0	0.999	14	228	180	228	38	39	33	36	35	47	32	28	26	27	29	38	38	39	33	36	35	47	2669842.0	3186334.5	3003164.2	3379842.5	3532118.0	3721304.8	462978.25	465752.28	483892.12	503110.25	476256.28	566230.7	
sp|P22090|RS4Y1_HUMAN	P22090	RS4Y1_HUMAN	RPS4Y1	263	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4, Y isoform 1	1.0	0.999	24	143	80	452	26	24	23	22	26	22	13	14	15	13	12	13	84	79	70	78	66	75	944780.75	1081827.2	780794.2	1080714.2	1033190.7	823224.75	405384.84	385856.6	389458.12	383181.47	330886.47	315102.28	
sp|P22102|PUR2_HUMAN	P22102	PUR2_HUMAN	GART	1010	Homo sapiens	1:Experimental evidence at protein level	Trifunctional purine biosynthetic protein adenosine-3	1.0	0.999	12	64	64	64	11	11	12	9	12	9	11	11	12	9	12	9	11	11	12	9	12	9	198630.53	1001969.4	1172146.8	1299791.2	1492057.2	246932.1	316035.62	290807.97	303129.97	298870.6	408275.75	287449.88	
sp|P22234|PUR6_HUMAN	P22234	PUR6_HUMAN	PAICS	425	Homo sapiens	1:Experimental evidence at protein level	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	1.0	0.999	18	113	113	113	14	13	12	22	31	21	14	13	12	22	31	21	14	13	12	22	31	21	1575151.4	1728785.6	1505999.1	1606038.8	3353737.0	1950925.5	477264.62	541889.9	491390.3	532069.44	768728.44	520372.25	
sp|P22307|SCP2_HUMAN	P22307	SCP2_HUMAN	SCP2	547	Homo sapiens	1:Experimental evidence at protein level	Sterol carrier protein 2	0.9997	0.999	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	35623.195	12821.917	24532.068	9449.103	50154.586	15909.529	36928.54	13291.752	25431.0	9795.347	23200.613	16492.504	
sp|P22314|UBA1_HUMAN	P22314	UBA1_HUMAN	UBA1	1058	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 1	1.0	0.999	23	111	111	111	15	21	12	14	40	9	15	21	12	14	40	9	15	21	12	14	40	9	1004733.6	1119595.5	827146.3	979238.9	2394108.2	568991.2	148140.53	163319.7	125794.94	140113.95	307479.28	88193.945	
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate kinase B	1.0	0.999	4	38	11	38	11	9	3	2	12	1	4	2	1	0	4	0	11	9	3	2	12	1	506569.1	474355.28	391486.22	316105.2	1007318.9	220728.4	246887.03	215104.92	188594.38	157157.56	455141.16	116684.78	
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins A2/B1	1.0	0.999	32	927	802	927	177	151	177	124	120	178	155	125	154	110	107	151	177	151	177	124	120	178	1.7293824E7	1.6131291E7	1.7914702E7	1.1443152E7	1.150351E7	1.573136E7	2444576.2	2100825.2	2141892.0	1483187.6	1280011.0	2134853.5	
sp|P22681|CBL_HUMAN	P22681	CBL_HUMAN	CBL	906	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase CBL	1.0	0.999	3	9	9	9	1	2	0	1	4	1	1	2	0	1	4	1	1	2	0	1	4	1	138515.42	89941.29	53314.36	37204.344	70262.66	121827.375	60763.188	41939.875	52655.99	51383.727	69703.14	54176.723	
sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	453	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 2, mitochondrial	1.0	0.999	14	112	112	112	15	17	26	18	19	17	15	17	26	18	19	17	15	17	26	18	19	17	990674.5	985646.06	1080259.4	1082940.0	1331078.0	1002326.1	154778.34	166598.36	160639.92	163129.05	184215.02	157355.12	
sp|P22735|TGM1_HUMAN	P22735	TGM1_HUMAN	TGM1	817	Homo sapiens	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase K	1.0	0.999	4	20	20	20	3	6	3	2	3	3	3	6	3	2	3	3	3	6	3	2	3	3	145128.22	169950.25	147108.23	131961.56	111344.69	111064.59	82327.92	78596.94	78542.86	65533.586	53681.883	61746.645	
sp|P22830|HEMH_HUMAN	P22830	HEMH_HUMAN	FECH	423	Homo sapiens	1:Experimental evidence at protein level	Ferrochelatase, mitochondrial	0.9999	0.999	2	8	8	8	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	111427.055	27959.107	26402.477	31777.695	93528.59	26001.74	41447.758	36556.168	34520.895	41548.92	40864.258	33996.938	
sp|P23025|XPA_HUMAN	P23025	XPA_HUMAN	XPA	273	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein complementing XP-A cells	0.9997	0.999	2	26	26	26	5	2	2	5	4	8	5	2	2	5	4	8	5	2	2	5	4	8	108858.64	111633.64	99436.164	349060.34	85564.22	175725.72	143669.61	147332.0	131234.0	103071.95	112926.06	89950.36	
sp|P23193|TCEA1_HUMAN	P23193	TCEA1_HUMAN	TCEA1	301	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor A protein 1	1.0	0.999	16	163	154	163	24	26	24	28	38	23	23	24	23	26	36	22	24	26	24	28	38	23	1705121.2	1798801.0	1617173.0	1728660.8	2048582.0	1532912.1	206897.28	197302.1	200335.52	212052.16	217057.52	187992.6	
sp|P23246|SFPQ_HUMAN	P23246	SFPQ_HUMAN	SFPQ	707	Homo sapiens	1:Experimental evidence at protein level	Splicing factor, proline- and glutamine-rich	1.0	0.999	39	548	545	548	116	127	116	61	61	67	115	126	115	61	61	67	116	127	116	61	61	67	1.0237414E7	1.0800134E7	1.1408217E7	3374743.2	3796187.5	4101848.8	1295657.1	1317493.0	1397399.4	448781.56	488170.75	524027.84	
sp|P23258|TBG1_HUMAN	P23258	TBG1_HUMAN	TUBG1	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin gamma-1 chain	0.9999	0.999	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	21098.125	28803.299	21026.875	19819.777	27098.133	16544.684	21098.125	20759.46	21026.875	19819.777	27098.133	12072.206	sp|Q9NRH3|TBG2_HUMAN
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.999	11	192	192	192	26	43	32	27	33	31	26	43	32	27	33	31	26	43	32	27	33	31	2815768.8	4070738.2	3322593.2	2245470.0	2961349.0	1759563.6	600775.6	781672.4	706041.4	445316.16	561380.0	358929.34	
sp|P23368|MAOM_HUMAN	P23368	MAOM_HUMAN	ME2	584	Homo sapiens	1:Experimental evidence at protein level	NAD-dependent malic enzyme, mitochondrial	1.0	0.999	3	5	4	5	0	1	0	0	4	0	0	1	0	0	3	0	0	1	0	0	4	0	15459.258	75105.49	0.0	0.0	98137.84	15457.02	54087.59	30272.654	0.0	0.0	42367.355	27189.53	
sp|P23381|SYWC_HUMAN	P23381	SYWC_HUMAN	WARS1	471	Homo sapiens	1:Experimental evidence at protein level	Tryptophan--tRNA ligase, cytoplasmic	1.0	0.999	5	29	29	29	4	3	5	5	8	4	4	3	5	5	8	4	4	3	5	5	8	4	167284.39	125492.65	166802.08	93722.17	195971.95	79698.36	66624.195	58601.31	56534.184	50079.3	77799.34	46192.668	
sp|P23396|RS3_HUMAN	P23396	RS3_HUMAN	RPS3	243	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS3	1.0	0.999	24	417	417	417	66	65	68	77	67	74	66	65	68	77	67	74	66	65	68	77	67	74	1.2447685E7	1.3206547E7	1.3243051E7	1.5558421E7	1.606193E7	1.6259908E7	1490064.8	1524207.2	1554815.6	1789788.0	1735453.4	1700267.8	
sp|P23434|GCSH_HUMAN	P23434	GCSH_HUMAN	GCSH	173	Homo sapiens	1:Experimental evidence at protein level	Glycine cleavage system H protein, mitochondrial	0.9577	0.999	1	4	4	4	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	23066.51	35764.652	16761.107	0.0	56959.28	18730.48	23066.51	35764.652	16761.107	0.0	56959.28	18730.48	
sp|P23443|KS6B1_HUMAN	P23443	KS6B1_HUMAN	RPS6KB1	525	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein S6 kinase beta-1	0.9577	0.999	1	6	6	6	1	0	1	1	1	2	1	0	1	1	1	2	1	0	1	1	1	2	57562.83	0.0	36076.895	39085.273	82775.53	40370.734	57562.83	0.0	36076.895	39085.273	82775.53	40370.734	
sp|P23458|JAK1_HUMAN	P23458	JAK1_HUMAN	JAK1	1154	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase JAK1	1.0	0.999	4	7	7	8	0	4	1	1	1	0	0	4	1	1	1	0	0	4	2	1	1	0	0.0	60535.35	35779.582	27145.342	60115.867	16219.3545	0.0	31602.492	32505.0	21070.322	30066.953	19033.307	
sp|P23497|SP100_HUMAN	P23497	SP100_HUMAN	SP100	879	Homo sapiens	1:Experimental evidence at protein level	Nuclear autoantigen Sp-100	1.0	0.999	7	33	22	48	4	6	4	6	6	7	3	4	3	4	4	4	8	10	6	8	8	8	124833.766	124613.555	104139.18	109999.766	158599.47	132765.4	55271.34	66002.984	54863.55	54297.715	69631.23	55119.55	
sp|P23526|SAHH_HUMAN	P23526	SAHH_HUMAN	AHCY	432	Homo sapiens	1:Experimental evidence at protein level	Adenosylhomocysteinase	1.0	0.999	11	97	97	97	14	14	15	19	28	7	14	14	15	19	28	7	14	14	15	19	28	7	577555.7	703024.0	463093.38	729954.94	1700403.4	423276.44	127480.945	129959.16	101658.43	129949.49	284279.3	78588.93	
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	Homo sapiens	1:Experimental evidence at protein level	Cofilin-1	1.0	0.999	10	91	53	91	17	17	13	11	21	12	9	9	8	6	14	7	17	17	13	11	21	12	1474073.4	2022349.9	1465783.6	1121966.4	2548005.0	1283583.1	462222.9	555710.8	412999.25	388560.75	679325.3	402768.7	
sp|P23588|IF4B_HUMAN	P23588	IF4B_HUMAN	EIF4B	611	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4B	1.0	0.999	12	74	74	74	15	12	7	11	17	12	15	12	7	11	17	12	15	12	7	11	17	12	418253.28	1042130.7	270586.06	1495432.2	485006.9	746725.56	270659.38	226960.56	202386.33	246967.6	310630.66	249034.61	
sp|P23634|AT2B4_HUMAN	P23634	AT2B4_HUMAN	ATP2B4	1241	Homo sapiens	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 4	1.0	0.999	6	11	2	11	1	0	1	2	7	0	0	0	0	0	2	0	1	0	1	2	7	0	39193.54	25029.105	42836.47	96353.84	199851.28	23577.887	27717.215	29474.264	22406.887	30366.385	44611.703	27765.309	
sp|P23769|GATA2_HUMAN	P23769	GATA2_HUMAN	GATA2	480	Homo sapiens	1:Experimental evidence at protein level	Endothelial transcription factor GATA-2	0.9955	0.999	2	4	4	4	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0	0	2	11058.084	11656.708	14977.034	15446.939	6493.1323	8199.217	11058.084	11656.708	14977.034	15446.939	6493.1323	8199.217	
sp|P23921|RIR1_HUMAN	P23921	RIR1_HUMAN	RRM1	792	Homo sapiens	1:Experimental evidence at protein level	Ribonucleoside-diphosphate reductase large subunit	1.0	0.999	7	14	14	14	1	2	1	0	10	0	1	2	1	0	10	0	1	2	1	0	10	0	94166.33	94026.27	94053.32	65279.785	187206.03	78352.164	33802.12	31789.688	31593.348	30949.715	54517.86	29659.648	
sp|P24394|IL4RA_HUMAN	P24394	IL4RA_HUMAN	IL4R	825	Homo sapiens	1:Experimental evidence at protein level	Interleukin-4 receptor subunit alpha	0.7929	0.9941	1	11	11	11	2	3	2	2	1	1	2	3	2	2	1	1	2	3	2	2	1	1	62564.33	71005.56	58659.484	67322.11	75615.77	64266.562	62564.33	71005.56	58659.484	67322.11	75615.77	64266.562	
sp|P24534|EF1B_HUMAN	P24534	EF1B_HUMAN	EEF1B2	225	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-beta	1.0	0.999	7	43	43	61	8	9	7	5	8	6	8	9	7	5	8	6	12	13	10	7	11	8	777654.6	1076476.5	968787.75	770298.6	1348418.1	789078.06	404432.47	614944.9	492940.22	422407.53	648978.25	412740.72	
sp|P24752|THIL_HUMAN	P24752	THIL_HUMAN	ACAT1	427	Homo sapiens	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase, mitochondrial	1.0	0.999	11	56	56	56	5	11	11	6	18	5	5	11	11	6	18	5	5	11	11	6	18	5	239862.94	307014.0	291251.9	244675.17	508043.9	230522.28	69544.56	69782.484	75075.01	59846.22	109437.9	53237.316	
sp|P24928|RPB1_HUMAN	P24928	RPB1_HUMAN	POLR2A	1970	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB1	1.0	0.999	85	858	858	858	135	139	140	142	148	154	135	139	140	142	148	154	135	139	140	142	148	154	9199672.0	1.0246542E7	1.0801063E7	1.0919524E7	1.1288557E7	1.1104889E7	785441.75	852388.3	875271.75	970550.3	819414.8	948992.75	
sp|P25054|APC_HUMAN	P25054	APC_HUMAN	APC	2843	Homo sapiens	1:Experimental evidence at protein level	Adenomatous polyposis coli protein	0.842	0.9958	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	16193.172	19086.516	16208.971	17745.746	0.0	0.0	16193.172	19086.516	16208.971	17745.746	
sp|P25098|ARBK1_HUMAN	P25098	ARBK1_HUMAN	GRK2	689	Homo sapiens	1:Experimental evidence at protein level	Beta-adrenergic receptor kinase 1	1.0	0.999	7	33	11	33	4	3	7	5	9	5	1	1	2	2	4	1	4	3	7	5	9	5	375987.28	483886.72	455018.25	480428.47	614754.3	458368.78	350465.38	271695.5	332500.94	308601.03	439611.25	283277.2	
sp|P25205|MCM3_HUMAN	P25205	MCM3_HUMAN	MCM3	808	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM3	1.0	0.999	35	326	326	326	55	62	45	53	62	49	55	62	45	53	62	49	55	62	45	53	62	49	2764379.0	3471908.8	3031562.8	2901278.2	3915754.2	2729404.8	316801.56	354267.53	332681.6	311243.03	377271.6	300704.16	
sp|P25311|ZA2G_HUMAN	P25311	ZA2G_HUMAN	AZGP1	298	Homo sapiens	1:Experimental evidence at protein level	Zinc-alpha-2-glycoprotein	1.0	0.999	7	38	38	38	5	4	10	4	7	8	5	4	10	4	7	8	5	4	10	4	7	8	273561.28	244936.75	325601.9	210683.97	352030.7	350985.4	86150.47	110781.09	93340.95	107132.52	103324.18	108609.234	
sp|P25398|RS12_HUMAN	P25398	RS12_HUMAN	RPS12	132	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS12	1.0	0.999	4	114	114	114	11	15	30	14	22	22	11	15	30	14	22	22	11	15	30	14	22	22	1631589.9	1642564.1	1384075.1	1678135.9	1981930.2	2220551.2	870581.5	839669.8	812761.6	887787.3	1045884.2	1225918.0	
sp|P25440|BRD2_HUMAN	P25440	BRD2_HUMAN	BRD2	801	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 2	0.9576	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	19489.363	21428.719	27155.63	15302.336	18769.982	12671.549	19489.363	21428.719	27155.63	15302.336	18769.982	12671.549	
sp|P25490|TYY1_HUMAN	P25490	TYY1_HUMAN	YY1	414	Homo sapiens	1:Experimental evidence at protein level	Transcriptional repressor protein YY1	1.0	0.999	14	119	87	119	16	21	18	16	23	25	11	13	16	11	19	17	16	21	18	16	23	25	514328.94	586238.3	508397.0	500526.16	546227.2	500278.6	93860.54	94005.8	106765.34	85164.805	82482.21	91660.695	
sp|P25685|DNJB1_HUMAN	P25685	DNJB1_HUMAN	DNAJB1	340	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 1	0.9559	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	38498.008	40523.664	33036.484	24745.35	46678.508	18785.738	38498.008	40523.664	33036.484	24745.35	46678.508	18785.738	
sp|P25705|ATPA_HUMAN	P25705	ATPA_HUMAN	ATP5F1A	553	Homo sapiens	1:Experimental evidence at protein level	ATP synthase F(1) complex subunit alpha, mitochondrial	1.0	0.999	26	236	236	236	34	42	37	40	48	35	34	42	37	40	48	35	34	42	37	40	48	35	3233230.5	3550098.2	3269908.0	3242764.5	4880697.0	2389129.0	510373.4	519264.88	478592.4	501232.28	740471.2	407391.7	
sp|P25786|PSA1_HUMAN	P25786	PSA1_HUMAN	PSMA1	263	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-1	1.0	0.999	5	11	11	11	2	4	1	0	4	0	2	4	1	0	4	0	2	4	1	0	4	0	161530.48	58533.883	66357.41	38077.832	140029.34	39335.46	38157.004	37754.938	37912.48	43898.246	73928.984	17598.938	
sp|P25787|PSA2_HUMAN	P25787	PSA2_HUMAN	PSMA2	234	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-2	1.0	0.999	5	26	26	26	1	4	4	2	13	2	1	4	4	2	13	2	1	4	4	2	13	2	90678.37	107752.99	99859.64	68384.53	193589.52	75881.53	31163.771	35742.27	30596.709	29132.744	54280.465	22566.826	
sp|P25788|PSA3_HUMAN	P25788	PSA3_HUMAN	PSMA3	255	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-3	1.0	0.999	5	37	37	37	4	7	7	8	7	4	4	7	7	8	7	4	4	7	7	8	7	4	213424.66	324825.66	252243.06	321422.3	546283.75	197166.8	150174.98	159389.97	129374.31	139300.83	232692.55	106060.8	
sp|P25789|PSA4_HUMAN	P25789	PSA4_HUMAN	PSMA4	261	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-4	1.0	0.999	3	14	14	14	2	4	2	3	1	2	2	4	2	3	1	2	2	4	2	3	1	2	114055.0	166439.2	81609.36	83147.05	198326.75	27992.63	54956.887	63419.656	45574.18	47308.273	111463.08	32554.926	
sp|P26038|MOES_HUMAN	P26038	MOES_HUMAN	MSN	577	Homo sapiens	1:Experimental evidence at protein level	Moesin	1.0	0.999	54	755	567	755	118	118	135	115	155	114	88	89	108	84	115	83	118	118	135	115	155	114	1.890768E7	2.4983016E7	2.1881872E7	1.5680328E7	2.2813442E7	1.5314434E7	9274825.0	9763465.0	9565126.0	7672602.5	1.107052E7	6667792.5	
sp|P26196|DDX6_HUMAN	P26196	DDX6_HUMAN	DDX6	483	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX6	1.0	0.999	14	237	237	237	46	46	38	38	34	35	46	46	38	38	34	35	46	46	38	38	34	35	3299138.2	3368721.8	3582528.8	2191008.8	2475739.8	2882902.2	554290.44	535069.9	535835.25	368784.5	401408.47	412853.72	
