Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UL_1 Spectral Count	UL_2 Spectral Count	UL_3 Spectral Count	rGAL_1 Spectral Count	rGAL_2 Spectral Count	rGAL_3 Spectral Count	UL_1 Unique Spectral Count	UL_2 Unique Spectral Count	UL_3 Unique Spectral Count	rGAL_1 Unique Spectral Count	rGAL_2 Unique Spectral Count	rGAL_3 Unique Spectral Count	UL_1 Total Spectral Count	UL_2 Total Spectral Count	UL_3 Total Spectral Count	rGAL_1 Total Spectral Count	rGAL_2 Total Spectral Count	rGAL_3 Total Spectral Count	UL_1 Intensity	UL_2 Intensity	UL_3 Intensity	rGAL_1 Intensity	rGAL_2 Intensity	rGAL_3 Intensity	UL_1 MaxLFQ Intensity	UL_2 MaxLFQ Intensity	UL_3 MaxLFQ Intensity	rGAL_1 MaxLFQ Intensity	rGAL_2 MaxLFQ Intensity	rGAL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 3	1.0	0.9978	3	7	5	7	0	0	0	2	1	4	0	0	0	2	1	2	0	0	0	2	1	4	0.0	0.0	0.0	84854.7	43473.188	131856.53	0.0	0.0	0.0	53532.965	43473.188	52763.21	
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens	1:Experimental evidence at protein level	Transcription factor A, mitochondrial	1.0	0.9976	2	7	7	7	1	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	35440.188	37354.11	73671.95	94767.62	42285.617	0.0	39268.47	41389.133	40721.094	48591.324	44502.426	0.0	
sp|Q00325|S25A3_HUMAN	Q00325	S25A3_HUMAN	SLC25A3	362	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 25 member 3	0.9784	0.9988	1	4	4	4	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0.0	33203.605	0.0	50100.26	58557.273	40444.758	0.0	33203.605	0.0	50100.26	58557.273	40444.758	
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens	1:Experimental evidence at protein level	Vigilin	0.9814	0.999	1	5	5	5	1	0	1	0	1	2	1	0	1	0	1	2	1	0	1	0	1	2	35121.2	0.0	24885.38	23028.361	23305.125	29795.938	35121.2	0.0	24885.38	23028.361	23305.125	29795.938	
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens	1:Experimental evidence at protein level	Clathrin heavy chain 1	1.0	0.999	6	29	25	29	10	3	5	4	2	5	8	2	5	4	2	4	10	3	5	4	2	5	120004.12	117921.56	163346.39	89314.66	89127.18	131118.78	67329.16	54033.45	57490.3	47761.07	48755.566	49763.867	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.999	23	188	188	188	8	5	5	31	59	80	8	5	5	31	59	80	8	5	5	31	59	80	212409.62	300045.0	124922.85	1744829.0	3776653.8	4326931.0	151082.52	196768.11	81472.414	630948.94	1027795.94	1415329.6	
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein 5	0.9999	0.9952	2	6	6	6	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0.0	28083.527	55490.527	0.0	122381.17	50900.33	0.0	28083.527	55490.527	0.0	122381.17	37645.22	
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein 1	0.843	0.9902	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	22648.506	0.0	16920.973	0.0	0.0	0.0	22648.506	0.0	16920.973	
sp|Q01546|K22O_HUMAN	Q01546	K22O_HUMAN	KRT76	638	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 oral	1.0	0.9989	17	6	6	191	1	0	0	0	0	5	1	0	0	0	0	5	30	25	43	31	24	38	35099.418	0.0	0.0	0.0	0.0	135005.44	35099.418	0.0	0.0	0.0	0.0	95814.79	
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein EWS	1.0	0.9988	3	10	10	10	0	0	0	0	5	5	0	0	0	0	5	5	0	0	0	0	5	5	0.0	0.0	0.0	0.0	46492.938	44638.016	0.0	0.0	0.0	0.0	25049.541	18794.27	
sp|Q02413|DSG1_HUMAN	Q02413	DSG1_HUMAN	DSG1	1049	Homo sapiens	1:Experimental evidence at protein level	Desmoglein-1	1.0	0.999	11	69	69	69	13	10	13	6	14	13	13	10	13	6	14	13	13	10	13	6	14	13	356520.4	334048.0	377373.53	167762.16	402410.3	248259.42	70086.086	71479.08	78472.555	72644.69	80192.5	56857.215	
sp|Q04637|IF4G1_HUMAN	Q04637	IF4G1_HUMAN	EIF4G1	1599	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 1	0.9793	0.9989	1	4	4	4	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	0	12287.114	0.0	13975.582	0.0	15335.26	0.0	12287.114	0.0	13975.582	0.0	15335.26	0.0	
sp|Q04695|K1C17_HUMAN	Q04695	K1C17_HUMAN	KRT17	432	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 17	1.0	0.999	27	83	59	326	12	18	18	9	16	10	10	13	13	4	12	7	52	57	84	36	50	47	383154.16	730151.8	463100.88	221496.64	431538.9	277147.7	82543.27	124932.586	96223.59	64404.027	83423.06	60811.332	
sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	Homo sapiens	1:Experimental evidence at protein level	Single-stranded DNA-binding protein, mitochondrial	1.0	0.999	5	13	13	13	0	0	0	3	7	3	0	0	0	3	7	3	0	0	0	3	7	3	0.0	0.0	0.0	113021.875	234950.92	140381.47	0.0	0.0	0.0	64174.246	93735.97	89589.97	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9988	6	42	21	42	7	4	6	8	5	12	3	1	3	5	2	7	7	4	6	8	5	12	196225.0	194650.42	302961.9	196142.31	225076.36	305488.97	77898.78	78376.734	111573.555	105935.625	123169.375	130468.01	
sp|Q07283|TRHY_HUMAN	Q07283	TRHY_HUMAN	TCHH	1943	Homo sapiens	1:Experimental evidence at protein level	Trichohyalin	0.5516	0.9587	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	5582.6973	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	1.0	0.9871	3	5	5	5	0	0	0	1	1	3	0	0	0	1	1	3	0	0	0	1	1	3	0.0	0.0	0.0	27751.668	24600.395	32973.38	0.0	0.0	0.0	27751.668	24600.395	24289.111	
sp|Q08188|TGM3_HUMAN	Q08188	TGM3_HUMAN	TGM3	693	Homo sapiens	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase E	1.0	0.999	8	56	56	56	10	10	12	9	6	9	10	10	12	9	6	9	10	10	12	9	6	9	316084.72	316042.38	424447.9	167786.38	265056.12	361883.44	85927.22	93169.34	99940.73	70677.266	75559.06	99523.95	
sp|Q08379|GOGA2_HUMAN	Q08379	GOGA2_HUMAN	GOLGA2	1002	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 2	0.9579	0.9977	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	4576.54	0.0	6855.1953	0.0	0.0	0.0	4576.54	0.0	6855.1953	0.0	0.0	0.0	
sp|Q08554|DSC1_HUMAN	Q08554	DSC1_HUMAN	DSC1	894	Homo sapiens	1:Experimental evidence at protein level	Desmocollin-1	1.0	0.999	3	42	42	42	13	8	8	4	5	4	13	8	8	4	5	4	13	8	8	4	5	4	199039.12	184297.38	243980.12	120583.85	210645.16	157634.83	87809.305	121647.73	83130.63	78607.7	95461.07	98626.28	
sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	Homo sapiens	1:Experimental evidence at protein level	Histone-binding protein RBBP4	1.0	0.999	6	39	12	39	5	4	7	7	5	11	1	2	1	2	2	4	5	4	7	7	5	11	210939.83	142625.02	235094.47	230543.38	227695.25	244520.5	116164.72	97362.41	135639.92	114389.88	138757.03	114286.305	
sp|Q10589|BST2_HUMAN	Q10589	BST2_HUMAN	BST2	180	Homo sapiens	1:Experimental evidence at protein level	Bone marrow stromal antigen 2	0.8175	0.9883	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	19535.363	0.0	0.0	0.0	17898.629	0.0	19535.363	0.0	0.0	0.0	17898.629	0.0	
sp|Q12797|ASPH_HUMAN	Q12797	ASPH_HUMAN	ASPH	758	Homo sapiens	1:Experimental evidence at protein level	Aspartyl/asparaginyl beta-hydroxylase	0.9953	0.9846	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	18888.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12802|AKP13_HUMAN	Q12802	AKP13_HUMAN	AKAP13	2813	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 13	0.9729	0.9985	1	4	4	4	2	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	1	14398.057	0.0	0.0	9683.096	0.0	18806.463	14398.057	0.0	0.0	9683.096	0.0	18806.463	
sp|Q12830|BPTF_HUMAN	Q12830	BPTF_HUMAN	BPTF	3046	Homo sapiens	1:Experimental evidence at protein level	Nucleosome-remodeling factor subunit BPTF	1.0	0.9754	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	13279.746	0.0	0.0	0.0	0.0	28378.354	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12874|SF3A3_HUMAN	Q12874	SF3A3_HUMAN	SF3A3	501	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3A subunit 3	0.786	0.9858	1	4	4	4	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0.0	0.0	16602.68	0.0	23653.111	19646.738	0.0	0.0	16602.68	0.0	23653.111	19646.738	
sp|Q12904|AIMP1_HUMAN	Q12904	AIMP1_HUMAN	AIMP1	312	Homo sapiens	1:Experimental evidence at protein level	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	1.0	0.999	5	16	16	16	0	1	1	1	7	6	0	1	1	1	7	6	0	1	1	1	7	6	0.0	38053.227	42291.19	31228.283	165886.66	142320.88	0.0	35428.906	39374.6	51499.484	49035.934	48624.938	
sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3	1.0	0.9989	2	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	0.0	12455.968	40232.11	0.0	0.0	0.0	0.0	12455.968	25023.994	
sp|Q13085|ACACA_HUMAN	Q13085	ACACA_HUMAN	ACACA	2346	Homo sapiens	1:Experimental evidence at protein level	Acetyl-CoA carboxylase 1	1.0	0.999	19	82	76	82	27	10	15	7	11	12	24	9	14	7	11	11	27	10	15	7	11	12	919728.5	469480.34	521888.1	303754.66	333200.88	505636.62	165659.48	137685.95	127350.22	114776.36	106018.7	125268.7	
sp|Q13112|CAF1B_HUMAN	Q13112	CAF1B_HUMAN	CHAF1B	559	Homo sapiens	1:Experimental evidence at protein level	Chromatin assembly factor 1 subunit B	1.0	0.9986	2	10	10	10	2	4	1	1	0	2	2	4	1	1	0	2	2	4	1	1	0	2	24374.8	29710.29	11507.48	12737.082	0.0	19291.688	11696.395	15530.572	14223.725	15743.563	0.0	10131.799	
sp|Q13155|AIMP2_HUMAN	Q13155	AIMP2_HUMAN	AIMP2	320	Homo sapiens	1:Experimental evidence at protein level	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	0.9815	0.999	1	8	8	8	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	42744.164	50325.05	40372.63	61175.79	56633.816	61438.89	42744.164	50325.05	40372.63	61175.79	56633.816	61438.89	
sp|Q13206|DDX10_HUMAN	Q13206	DDX10_HUMAN	DDX10	875	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX10	0.9315	0.9961	1	4	4	4	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	62490.242	55034.723	45285.93	0.0	67275.69	67502.75	62490.242	55034.723	45285.93	0.0	67275.69	67502.75	
sp|Q13263|TIF1B_HUMAN	Q13263	TIF1B_HUMAN	TRIM28	835	Homo sapiens	1:Experimental evidence at protein level	Transcription intermediary factor 1-beta	1.0	0.999	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	8053.53	12070.428	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13347|EIF3I_HUMAN	Q13347	EIF3I_HUMAN	EIF3I	325	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit I	0.9268	0.9958	1	6	6	6	1	1	1	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	19330.365	19536.484	14528.775	17964.64	0.0	17022.256	19330.365	19536.484	14528.775	17964.64	0.0	17022.256	
sp|Q13435|SF3B2_HUMAN	Q13435	SF3B2_HUMAN	SF3B2	895	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 2	0.9991	0.9954	1	5	5	5	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0	34524.05	62769.86	37538.523	0.0	44723.84	0.0	34524.05	62769.86	37538.523	0.0	44723.84	0.0	
sp|Q13576|IQGA2_HUMAN	Q13576	IQGA2_HUMAN	IQGAP2	1575	Homo sapiens	1:Experimental evidence at protein level	Ras GTPase-activating-like protein IQGAP2	1.0	0.9849	2	5	5	5	0	0	1	0	1	3	0	0	1	0	1	3	0	0	1	0	1	3	0.0	0.0	0.0	0.0	26622.7	67529.89	0.0	0.0	0.0	0.0	26622.7	36026.094	
sp|Q13601|KRR1_HUMAN	Q13601	KRR1_HUMAN	KRR1	381	Homo sapiens	1:Experimental evidence at protein level	KRR1 small subunit processome component homolog	0.8898	0.9935	1	3	3	3	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	17212.168	0.0	0.0	0.0	21350.98	17214.94	17212.168	0.0	0.0	0.0	21350.98	17214.94	
sp|Q13769|THOC5_HUMAN	Q13769	THOC5_HUMAN	THOC5	683	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 5	1.0	0.9972	4	24	24	24	4	3	3	5	3	6	4	3	3	5	3	6	4	3	3	5	3	6	46063.883	43338.195	43778.01	58959.016	64621.75	86224.85	18270.209	31109.637	30932.473	26639.068	28866.762	31045.473	
sp|Q13835|PKP1_HUMAN	Q13835	PKP1_HUMAN	PKP1	747	Homo sapiens	1:Experimental evidence at protein level	Plakophilin-1	1.0	0.999	4	9	9	9	2	2	2	0	0	3	2	2	2	0	0	3	2	2	2	0	0	3	53541.504	97639.57	91846.914	0.0	0.0	58253.996	53541.504	77866.54	73339.66	0.0	0.0	49336.527	
sp|Q13867|BLMH_HUMAN	Q13867	BLMH_HUMAN	BLMH	455	Homo sapiens	1:Experimental evidence at protein level	Bleomycin hydrolase	0.9965	0.9989	1	8	8	8	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	1	73406.96	59161.74	80354.86	42723.004	36194.152	64278.406	73406.96	59161.74	80354.86	42723.004	36194.152	64278.406	
sp|Q14152|EIF3A_HUMAN	Q14152	EIF3A_HUMAN	EIF3A	1382	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit A	0.933	0.9962	1	3	3	3	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0.0	30372.58	23238.705	29834.184	0.0	0.0	0.0	30372.58	23238.705	29834.184	0.0	0.0	
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	772	Homo sapiens	1:Experimental evidence at protein level	Elongin-A	1.0	0.9989	3	25	25	25	5	5	2	6	2	5	5	5	2	6	2	5	5	5	2	6	2	5	84912.89	59961.895	66070.664	69175.69	93340.07	89539.7	57049.383	40190.207	42917.984	47629.965	59954.87	55037.406	
sp|Q14532|K1H2_HUMAN	Q14532	K1H2_HUMAN	KRT32	448	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha2	0.9699	0.9764	4	1	0	32	0	1	0	0	0	0	0	0	0	0	0	0	4	4	15	3	3	3	0.0	35409.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	0.9515	0.9973	1	5	5	5	0	1	0	2	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0.0	16146.161	0.0	28613.857	0.0	17358.389	0.0	16146.161	0.0	28613.857	0.0	17358.389	
sp|Q14684|RRP1B_HUMAN	Q14684	RRP1B_HUMAN	RRP1B	758	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog B	1.0	0.999	5	22	22	22	2	3	5	3	4	5	2	3	5	3	4	5	2	3	5	3	4	5	80062.555	76835.516	105840.836	88133.47	55241.1	121481.22	48995.652	43687.234	37883.613	48912.13	31580.121	45621.87	
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD4	1.0	0.9825	2	7	7	7	1	3	0	2	0	1	1	3	0	2	0	1	1	3	0	2	0	1	0.0	64701.105	0.0	30301.252	0.0	20796.068	0.0	32964.305	0.0	30301.252	0.0	20796.068	
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.9989	6	20	20	20	5	3	3	3	2	4	5	3	3	3	2	4	5	3	3	3	2	4	34487.285	31531.635	31034.672	24531.441	18867.934	37706.926	13781.503	17104.338	17970.688	11287.716	17643.04	15546.598	
sp|Q14CB8|RHG19_HUMAN	Q14CB8	RHG19_HUMAN	ARHGAP19	494	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 19	0.7523	0.9828	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	15586.106	0.0	13826.372	0.0	0.0	0.0	15586.106	0.0	13826.372	0.0	0.0	
sp|Q14CN4|K2C72_HUMAN	Q14CN4	K2C72_HUMAN	KRT72	511	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 72	0.9994	0.9989	7	17	2	46	2	4	3	0	4	4	0	0	0	0	1	1	6	5	13	5	8	9	58381.625	94907.54	89020.39	0.0	77102.17	88247.66	58381.625	94907.54	89020.39	0.0	77102.17	72250.7	
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens	1:Experimental evidence at protein level	Spliceosome associated factor 3, U4/U6 recycling protein	0.9815	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	9647.602	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens	1:Experimental evidence at protein level	Lysine--tRNA ligase	1.0	0.999	13	80	80	80	9	13	12	12	14	20	9	13	12	12	14	20	9	13	12	12	14	20	376776.25	261722.73	360835.12	359903.62	508467.75	655545.0	94509.41	74094.17	88126.41	93895.49	106026.36	111355.805	
sp|Q15291|RBBP5_HUMAN	Q15291	RBBP5_HUMAN	RBBP5	538	Homo sapiens	1:Experimental evidence at protein level	Retinoblastoma-binding protein 5	0.8943	0.9938	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	58555.83	0.0	129204.14	0.0	0.0	0.0	58555.83	0.0	129204.14	0.0	0.0	
sp|Q15323|K1H1_HUMAN	Q15323	K1H1_HUMAN	KRT31	416	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cuticular Ha1	1.0	0.9985	7	10	2	39	0	0	10	0	0	0	0	0	2	0	0	0	4	3	23	3	3	3	0.0	0.0	299872.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	Homo sapiens	1:Experimental evidence at protein level	Elongin-B	0.5674	0.9612	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	11309.472	0.0	14043.376	0.0	0.0	0.0	11309.472	0.0	14043.376	0.0	
sp|Q15397|PUM3_HUMAN	Q15397	PUM3_HUMAN	PUM3	648	Homo sapiens	1:Experimental evidence at protein level	Pumilio homolog 3	0.999	0.9966	1	3	3	3	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0.0	27822.68	34348.96	0.0	0.0	26265.66	0.0	27822.68	34348.96	0.0	0.0	26265.66	
sp|Q15398|DLGP5_HUMAN	Q15398	DLGP5_HUMAN	DLGAP5	846	Homo sapiens	1:Experimental evidence at protein level	Disks large-associated protein 5	0.6298	0.9698	1	8	8	8	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	22627.07	29551.195	30630.248	29734.91	24499.787	26519.104	22627.07	29551.195	30630.248	29734.91	24499.787	26519.104	
sp|Q15428|SF3A2_HUMAN	Q15428	SF3A2_HUMAN	SF3A2	464	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3A subunit 2	0.9755	0.9987	1	6	6	6	0	1	0	1	3	1	0	1	0	1	3	1	0	1	0	1	3	1	0.0	4554.678	0.0	5101.2793	6775.9077	3360.1492	0.0	4554.678	0.0	5101.2793	6775.9077	3360.1492	
sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec23B	0.9138	0.995	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	7306.675	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15517|CDSN_HUMAN	Q15517	CDSN_HUMAN	CDSN	529	Homo sapiens	1:Experimental evidence at protein level	Corneodesmosin	0.9998	0.9976	1	11	11	11	0	2	2	1	1	5	0	2	2	1	1	5	0	2	2	1	1	5	0.0	18148.65	13748.473	10346.064	14856.604	22651.602	0.0	18148.65	13748.473	10346.064	14856.604	15178.869	
sp|Q15528|MED22_HUMAN	Q15528	MED22_HUMAN	MED22	200	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 22	0.8769	0.9926	1	5	5	5	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	2	27847.818	0.0	0.0	25038.926	0.0	19144.299	27847.818	0.0	0.0	25038.926	0.0	19144.299	
sp|Q15645|PCH2_HUMAN	Q15645	PCH2_HUMAN	TRIP13	432	Homo sapiens	1:Experimental evidence at protein level	Pachytene checkpoint protein 2 homolog	0.6076	0.9669	1	12	12	12	4	2	2	1	2	1	4	2	2	1	2	1	4	2	2	1	2	1	33089.188	30925.305	30358.268	28303.852	33556.594	21133.562	33089.188	30925.305	30358.268	28303.852	33556.594	21133.562	
sp|Q15648|MED1_HUMAN	Q15648	MED1_HUMAN	MED1	1581	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 1	1.0	0.9975	2	10	10	10	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	0	2	19115.389	28757.258	36607.54	26085.973	0.0	28596.703	21817.746	15389.804	19622.57	12986.648	0.0	15599.985	
sp|Q16637|SMN_HUMAN	Q16637	SMN_HUMAN	SMN1	294	Homo sapiens	1:Experimental evidence at protein level	Survival motor neuron protein	1.0	0.999	2	41	41	41	8	11	8	4	7	3	8	11	8	4	7	3	8	11	8	4	7	3	433643.7	429865.56	282473.62	317179.16	278869.56	219400.19	226827.33	211526.64	151572.84	171315.5	147069.81	126173.79	
sp|Q16666|IF16_HUMAN	Q16666	IF16_HUMAN	IFI16	785	Homo sapiens	1:Experimental evidence at protein level	Gamma-interferon-inducible protein 16	1.0	0.999	24	307	295	307	54	47	51	42	60	53	51	47	49	41	57	50	54	47	51	42	60	53	721756.06	546504.6	691475.3	772280.2	695794.7	941417.56	93771.08	93156.39	91880.55	107222.68	118592.56	110193.914	
sp|Q1KMD3|HNRL2_HUMAN	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	747	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U-like protein 2	0.6297	0.9698	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	11307.013	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2TBE0|C19L2_HUMAN	Q2TBE0	C19L2_HUMAN	CWF19L2	894	Homo sapiens	1:Experimental evidence at protein level	CWF19-like protein 2	0.9965	0.9696	2	4	4	4	0	0	1	2	0	1	0	0	1	2	0	1	0	0	1	2	0	1	0.0	0.0	20249.262	11185.49	0.0	8213.508	0.0	0.0	0.0	11185.49	0.0	8213.508	
sp|Q32MZ4|LRRF1_HUMAN	Q32MZ4	LRRF1_HUMAN	LRRFIP1	808	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat flightless-interacting protein 1	0.7102	0.9788	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13690.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3YEC7|RABL6_HUMAN	Q3YEC7	RABL6_HUMAN	RABL6	729	Homo sapiens	1:Experimental evidence at protein level	Rab-like protein 6	1.0	0.999	6	48	48	48	6	10	9	8	8	7	6	10	9	8	8	7	6	10	9	8	8	7	230127.97	229385.61	246118.81	239744.1	188069.73	248583.39	75395.52	78260.09	85969.94	96409.64	74657.22	74512.88	
sp|Q53QZ3|RHG15_HUMAN	Q53QZ3	RHG15_HUMAN	ARHGAP15	475	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 15	0.9813	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	9710.904	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q562R1|ACTBL_HUMAN	Q562R1	ACTBL_HUMAN	ACTBL2	376	Homo sapiens	1:Experimental evidence at protein level	Beta-actin-like protein 2	1.0	0.9987	6	3	3	87	2	0	0	0	0	1	2	0	0	0	0	1	19	11	18	5	10	24	20085.033	0.0	0.0	0.0	0.0	23993.799	0.0	0.0	0.0	0.0	0.0	0.0	
